Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	-127.47626	15.421084	-102.608	-142.432	1000.0	0.38197938	0.010264536	0.3897279	0.3614021	4000	1.1920929e-07	153.0076	-0.0052939095	-104.63937	0.918938	0.0030488018	0.052	39.0	845.95969581604
1	-106.97375	9.739725	-97.114	-122.915	1000.0	-5.4516234	0.019927047	-5.4217987	-5.4790874	8000	4.4703484e-08	26.88292	-0.004895189	-17.34477	0.9182338	0.00870971	0.06525	39.0	866.0917227268219
2	-131.50525	25.425293	-91.592	-160.226	1000.0	-7.6450796	0.18180607	-7.3408875	-7.792741	12000	-5.9604645e-08	36.627327	-0.0041736457	-19.86317	0.915642	0.0054231635	0.03975	39.0	1241.779138326645
3	-128.0055	21.1831	-91.61	-143.956	1000.0	-10.049326	0.0056303507	-10.041114	-10.054625	16000	1.4901161e-08	13.745605	-0.0044129267	-5.9031825	0.90794957	0.004232455	0.032750003	39.0	1571.8924887180328
4	-97.84775	45.575485	-33.125	-150.997	843.5	-11.514604	0.006537845	-11.504767	-11.524481	20000	-2.9802322e-08	11.347609	-0.0052492917	-0.06880444	0.9015804	0.0042767758	0.051749997	39.0	1725.4311661720276
5	-107.48275	65.33686	-24.504	-173.992	819.0	-11.445535	0.027669849	-11.345654	-11.460366	24000	-5.9604645e-08	27.403206	-0.005611241	-1.0442057	0.8881071	0.0065500885	0.0775	39.0	1773.128228187561
6	-109.9715	26.70731	-91.284	-155.956	1000.0	-11.946546	0.0137273455	-11.925111	-11.961832	28000	-2.9802322e-08	9.040421	-0.0048894286	-0.36909193	0.8773269	0.007660712	0.049500003	39.0	2267.7141222953796
7	-87.638245	61.49061	-15.016	-166.379	659.0	-11.627645	0.12304597	-11.35443	-11.701658	32000	7.450581e-09	14.496302	-0.002491787	-5.5726137	0.8840984	0.015239146	0.213	5.0	2389.8993470668793
8	-118.2495	15.861533	-101.086	-143.749	1000.0	-8.3726635	0.68359864	-7.709572	-9.364637	36000	-9.685755e-08	11.933624	-0.0062582567	-10.506991	0.88505524	0.0060212035	0.04425	39.0	3170.16645526886
9	-89.86425	46.26176	-14.131	-130.175	811.0	-12.516346	0.51407874	-10.55088	-12.738763	40000	8.940697e-08	9.323099	-0.0034781098	-5.095949	0.8823988	0.00762273	0.061249997	39.0	3282.116100549698
10	-74.263504	60.02264	-11.5	-135.343	619.0	-11.063181	1.0451018	-8.479794	-11.901228	44000	-3.7252903e-09	8.726406	-0.0043445313	-5.7815404	0.88545704	0.0028481528	0.0425	39.0	3405.2349400520325
11	-83.65599	46.424503	-22.715	-130.646	754.0	-11.144354	2.70133	-3.3344097	-12.720943	48000	0.0	2.7203436	-0.005322201	-0.87863743	0.88806796	0.004650508	0.066	39.0	3894.848300933838
12	-85.156	59.352425	-8.523	-157.341	699.2	-11.776691	2.5603874	-4.5968347	-12.8854475	52000	1.4901161e-08	5.308222	-0.0062311003	-1.6642567	0.8796286	0.009075082	0.0515	39.0	4180.169715881348
13	-77.130005	40.24696	-23.978	-113.007	768.2	-11.489877	3.4039693	-4.2959876	-13.537089	56000	6.7055225e-08	5.0045276	-0.0051349793	-3.1404808	0.86867285	0.005457356	0.0455	39.0	4563.833054304123
14	-126.550995	23.703728	-107.175	-166.689	1000.0	-8.213008	2.5811818	-4.2686434	-11.030503	60000	1.1920929e-07	23.251976	-0.0027890205	-17.521759	0.86899185	0.0033530826	0.0315	39.0	4585.685910463333
15	-66.7358	44.520878	-22.863	-130.395	658.8	-11.665765	0.9349899	-10.469952	-12.834262	64000	4.4703484e-08	13.671569	-0.0045314953	-7.970219	0.8737767	0.004101259	0.05725	39.0	5100.471746444702
