Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	-127.47626	15.421084	-102.608	-142.432	1000.0	0.38197938	0.010264536	0.3897279	0.3614021	4000	1.1920929e-07	153.0076	-0.0052939095	-104.63937	0.918938	0.0030488018	0.052	39.0	920.6153631210327
1	-106.97375	9.739725	-97.114	-122.915	1000.0	-5.4516234	0.019927047	-5.4217987	-5.4790874	8000	4.4703484e-08	26.88292	-0.004895189	-17.34477	0.9182338	0.00870971	0.06525	39.0	945.7680289745331
2	-131.50525	25.425293	-91.592	-160.226	1000.0	-7.6450796	0.18180607	-7.3408875	-7.792741	12000	-5.9604645e-08	36.627327	-0.0041736457	-19.86317	0.915642	0.0054231635	0.03975	39.0	1366.797921180725
3	-128.0055	21.1831	-91.61	-143.956	1000.0	-10.049326	0.0056303507	-10.041114	-10.054625	16000	1.4901161e-08	13.745605	-0.0044129267	-5.9031825	0.90794957	0.004232455	0.032750003	39.0	1727.0227892398834
4	-97.88525	45.522247	-33.275	-150.997	843.5	-11.514604	0.006537845	-11.504767	-11.524481	20000	0.0	11.296982	-0.0052549317	-0.0668996	0.9015804	0.0041934242	0.04925	39.0	1882.690067768097
5	-107.723	65.506836	-24.633	-174.515	819.0	-11.447248	0.027655793	-11.347419	-11.4620905	24000	1.4901161e-08	27.615816	-0.0056147426	-1.0820372	0.88815683	0.006536238	0.0785	39.0	1929.8014540672302
6	-109.8535	26.898523	-91.132	-156.15	1000.0	-11.960807	0.013638977	-11.939477	-11.975963	28000	1.4901161e-08	9.155838	-0.0048525557	-0.3909328	0.87733847	0.0073189796	0.043250002	39.0	2443.299308538437
7	-104.2115	54.722633	-18.279	-167.657	822.5	-11.592156	0.15843508	-11.357889	-11.704148	32000	0.0	12.313383	-0.0058558583	-3.5666783	0.8841471	0.0077287634	0.05725	39.0	3350.7608008384705
8	-113.610504	24.229881	-85.239	-151.025	1000.0	-10.388659	0.81674165	-9.294045	-11.50844	36000	0.0	5.5740747	-0.007228869	-2.3071542	0.8892146	0.0073858453	0.11075	39.0	3380.510417699814
9	-90.59775	46.63294	-16.281	-143.019	818.0	-11.236673	1.4272789	-9.712889	-12.888593	40000	-5.9604645e-08	9.192187	-0.004225876	-3.4134722	0.88683075	0.009940763	0.08075	39.0	3523.8878078460693
10	-75.4135	58.49731	-12.793	-139.914	638.5	-11.323822	1.2379717	-8.362667	-12.402054	44000	2.2351742e-08	7.0168066	-0.0031302548	-4.1880655	0.88424087	0.0013634722	0.027	39.0	3725.3636662960052
11	-88.918396	49.505272	-24.751	-136.287	755.6	-11.579681	2.6751096	-3.8492267	-13.1277075	48000	7.450581e-09	3.6366808	-0.0055453843	-1.2804681	0.88885814	0.007978067	0.0815	39.0	4255.736521244049
12	-81.5366	61.356808	-9.193	-170.447	683.6	-10.694865	2.7951715	-4.793828	-13.440601	52000	-2.2351742e-08	8.231382	-0.006856881	-3.7289028	0.8821347	0.007822464	0.044249997	39.0	4451.173147678375
13	-81.9478	46.675167	-25.223	-136.991	754.2	-11.452569	2.9410782	-3.9995015	-14.176816	56000	-2.9802322e-08	5.541175	-0.0026080273	-3.4537523	0.8676755	0.017706148	0.20125	3.0	4769.532750844955
14	-116.426994	26.180061	-94.67	-160.497	1000.0	-10.0351715	3.349623	-4.804414	-14.109327	60000	2.9802322e-08	11.51379	-0.0025192946	-9.2777195	0.8669195	0.003830897	0.032250002	39.0	4796.10631942749
15	-93.391754	36.60935	-30.461	-121.613	886.25	-10.971898	1.2133485	-9.819057	-13.11485	64000	-7.450581e-09	7.049557	-0.0047961622	-4.1308684	0.8705332	0.0025070992	0.03175	39.0	5046.097376346588
16	-48.490337	38.029606	-12.041	-115.127	552.8333	-9.575424	1.1228727	-8.014189	-11.396123	68000	-2.9802322e-08	7.912365	-0.007310033	-5.4799128	0.86510426	0.0040524118	0.053999998	39.0	5714.572461366653
17	-128.86975	24.007225	-99.174	-157.591	1000.0	-10.729973	3.7271733	-5.419954	-14.595127	72000	-4.4703484e-08	10.738307	-0.0044153146	-8.34389	0.86385155	0.005446773	0.053749997	39.0	6663.320865869522
